"Date","TSA","TSA_Name","TSA_Combined","Population_DSHS","Ventilators_Available","Hospitalizations_Total","Hospitalizations_General","Hospitalizations_ICU","Beds_Available_Total","Beds_Available_ICU","Beds_Occupied_Total","Beds_Occupied_ICU"
2020-08-13,"R","Galveston","R - Galveston",1309237,235,306,211,95,184,11,1541,224
2020-08-13,"S","Victoria","S - Victoria",186672,64,101,66,35,152,32,356,52
2020-08-13,"T","Laredo","T - Laredo",295669,56,175,102,73,63,9,403,99
2020-08-13,"U","Corpus Christi","U - Corpus Christi",630897,166,301,207,94,456,57,1035,212
2020-08-13,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,325,985,539,373,679,71,2010,508
2020-08-14,"A","Amarillo","A - Amarillo",440127,137,55,24,30,640,50,651,88
2020-08-14,"B","Lubbock","B - Lubbock",513580,215,97,48,48,426,34,951,152
2020-08-14,"C","Wichita Falls","C - Wichita Falls",219793,108,45,25,20,304,11,351,28
2020-08-14,"D","Abilene","D - Abilene",306972,60,47,9,38,328,7,521,57
2020-08-14,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,1703,1218,813,378,2070,287,11554,1389
2020-08-14,"F","Paris","F - Paris",273329,83,104,51,53,237,24,643,79
2020-08-14,"G","Longview/Tyler","G - Longview/Tyler",968611,244,212,135,77,351,37,1601,263
2020-08-14,"H","Lufkin","H - Lufkin",272151,93,82,58,24,152,12,374,71
2020-08-14,"I","El Paso","I - El Paso",881765,265,183,127,56,387,30,1347,235
2020-08-14,"J","Midland/Odessa","J - Midland/Odessa",526736,212,72,46,25,595,45,714,56
2020-08-14,"K","San Angelo","K - San Angelo",179457,61,49,43,6,406,29,280,23
2020-08-14,"L","Belton/Killeen","L - Belton/Killeen",507311,137,66,48,18,222,32,785,106
2020-08-14,"M","Waco","M - Waco",330048,39,62,38,24,150,6,391,55
2020-08-14,"N","Bryan/College Station","N - Bryan/College Station",360335,50,39,28,10,144,6,345,37
2020-08-14,"O","Austin","O - Austin",2375407,469,295,187,106,504,93,2448,363
2020-08-14,"P","San Antonio","P - San Antonio",2945792,773,734,438,285,964,154,4144,800
2020-08-14,"Q","Houston","Q - Houston",6688587,1142,1453,908,531,1778,114,12539,1869
2020-08-14,"R","Galveston","R - Galveston",1309237,241,292,194,98,220,14,1570,227
2020-08-14,"S","Victoria","S - Victoria",186672,64,93,58,35,151,21,320,54
2020-08-14,"T","Laredo","T - Laredo",295669,55,168,99,69,60,5,388,96
2020-08-14,"U","Corpus Christi","U - Corpus Christi",630897,178,299,208,91,560,70,1027,189
2020-08-14,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,348,967,535,358,679,78,1986,483
2020-08-15,"A","Amarillo","A - Amarillo",440127,136,58,31,26,640,53,650,79
2020-08-15,"B","Lubbock","B - Lubbock",513580,213,86,49,35,459,31,930,146
2020-08-15,"C","Wichita Falls","C - Wichita Falls",219793,108,42,24,18,310,13,354,26
2020-08-15,"D","Abilene","D - Abilene",306972,62,46,13,33,307,6,530,49
2020-08-15,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,1739,1218,814,378,2004,289,11448,1378
2020-08-15,"F","Paris","F - Paris",273329,84,94,41,53,229,22,645,82
2020-08-15,"G","Longview/Tyler","G - Longview/Tyler",968611,244,218,144,74,348,35,1652,267
2020-08-15,"H","Lufkin","H - Lufkin",272151,96,84,60,24,143,9,367,60
2020-08-15,"I","El Paso","I - El Paso",881765,257,161,108,53,425,43,1350,230
2020-08-15,"J","Midland/Odessa","J - Midland/Odessa",526736,215,65,44,20,538,33,694,54
2020-08-15,"K","San Angelo","K - San Angelo",179457,68,45,38,7,399,29,288,25
2020-08-15,"L","Belton/Killeen","L - Belton/Killeen",507311,137,65,43,22,240,36,787,100
2020-08-15,"M","Waco","M - Waco",330048,52,53,30,23,156,9,370,53
2020-08-15,"N","Bryan/College Station","N - Bryan/College Station",360335,50,37,28,9,142,5,333,32
2020-08-15,"O","Austin","O - Austin",2375407,477,287,182,102,501,96,2473,363
2020-08-15,"P","San Antonio","P - San Antonio",2945792,789,704,417,277,969,177,4224,765
2020-08-15,"Q","Houston","Q - Houston",6688587,1337,1455,900,521,1885,139,12639,1879
2020-08-15,"R","Galveston","R - Galveston",1309237,260,288,191,97,227,16,1610,241
2020-08-15,"S","Victoria","S - Victoria",186672,66,86,57,29,166,18,312,57
2020-08-15,"T","Laredo","T - Laredo",295669,49,183,119,64,55,3,410,95
2020-08-15,"U","Corpus Christi","U - Corpus Christi",630897,187,288,200,88,486,73,1040,190
2020-08-15,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,331,918,499,353,761,83,2004,474
2020-08-16,"A","Amarillo","A - Amarillo",440127,137,59,31,27,632,52,654,83
2020-08-16,"B","Lubbock","B - Lubbock",513580,216,84,54,29,473,32,903,142
2020-08-16,"C","Wichita Falls","C - Wichita Falls",219793,108,46,26,20,306,11,354,28
2020-08-16,"D","Abilene","D - Abilene",306972,72,42,16,26,320,7,489,50
2020-08-16,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,1725,1155,771,361,2124,316,11433,1372
2020-08-16,"F","Paris","F - Paris",273329,81,103,46,57,219,17,623,81
2020-08-16,"G","Longview/Tyler","G - Longview/Tyler",968611,251,229,158,71,442,46,1656,264
2020-08-16,"H","Lufkin","H - Lufkin",272151,97,75,52,23,174,6,362,64
2020-08-16,"I","El Paso","I - El Paso",881765,257,161,99,59,407,30,1315,248
2020-08-16,"J","Midland/Odessa","J - Midland/Odessa",526736,224,69,45,23,524,34,695,57
2020-08-16,"K","San Angelo","K - San Angelo",179457,69,45,38,7,398,29,288,23
2020-08-16,"L","Belton/Killeen","L - Belton/Killeen",507311,95,67,46,21,255,38,890,37
2020-08-16,"M","Waco","M - Waco",330048,53,51,27,24,172,9,370,54
2020-08-16,"N","Bryan/College Station","N - Bryan/College Station",360335,50,38,28,10,174,11,327,32
2020-08-16,"O","Austin","O - Austin",2375407,470,272,170,102,504,85,2368,365
2020-08-16,"P","San Antonio","P - San Antonio",2945792,788,684,388,283,1157,191,4116,749
2020-08-16,"Q","Houston","Q - Houston",6688587,1370,1342,842,486,1994,155,12391,1990
2020-08-16,"R","Galveston","R - Galveston",1309237,226,289,191,98,268,17,1488,294
2020-08-16,"S","Victoria","S - Victoria",186672,64,83,50,33,184,18,311,66
2020-08-16,"T","Laredo","T - Laredo",295669,49,182,110,72,63,3,397,90
2020-08-16,"U","Corpus Christi","U - Corpus Christi",630897,194,285,194,91,445,37,997,194
2020-08-16,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,327,906,495,346,816,90,2021,462
2020-08-17,"A","Amarillo","A - Amarillo",440127,137,59,31,27,653,51,656,84
2020-08-17,"B","Lubbock","B - Lubbock",513580,215,89,54,33,437,36,905,131
2020-08-17,"C","Wichita Falls","C - Wichita Falls",219793,108,47,29,18,302,12,370,27
2020-08-17,"D","Abilene","D - Abilene",306972,71,41,14,27,318,11,499,45
2020-08-17,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,1742,1146,753,368,2266,348,10668,1305
2020-08-17,"F","Paris","F - Paris",273329,81,112,53,59,219,18,613,80
2020-08-17,"G","Longview/Tyler","G - Longview/Tyler",968611,250,225,152,73,442,43,1537,265
2020-08-17,"H","Lufkin","H - Lufkin",272151,93,79,60,19,178,12,348,53
2020-08-17,"I","El Paso","I - El Paso",881765,258,147,88,56,434,36,1273,232
2020-08-17,"J","Midland/Odessa","J - Midland/Odessa",526736,227,80,57,22,521,36,677,49
2020-08-17,"K","San Angelo","K - San Angelo",179457,63,44,36,8,399,29,270,26
2020-08-17,"L","Belton/Killeen","L - Belton/Killeen",507311,95,67,46,21,271,38,888,35
2020-08-17,"M","Waco","M - Waco",330048,49,57,29,28,162,4,379,59
2020-08-17,"N","Bryan/College Station","N - Bryan/College Station",360335,50,38,29,9,185,13,323,33
2020-08-17,"O","Austin","O - Austin",2375407,472,275,178,96,459,82,2609,380
2020-08-17,"P","San Antonio","P - San Antonio",2945792,791,676,396,269,1029,177,4059,776
2020-08-17,"Q","Houston","Q - Houston",6688587,1343,1316,808,494,2183,147,11678,1980
2020-08-17,"R","Galveston","R - Galveston",1309237,204,309,224,85,237,20,1471,243
2020-08-17,"S","Victoria","S - Victoria",186672,65,79,50,29,185,22,310,62
2020-08-17,"T","Laredo","T - Laredo",295669,50,189,118,71,63,2,401,90
2020-08-17,"U","Corpus Christi","U - Corpus Christi",630897,207,286,199,87,468,46,973,194
2020-08-17,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,331,839,491,341,769,80,1931,458
2020-08-18,"A","Amarillo","A - Amarillo",440127,137,60,32,27,630,52,651,83
2020-08-18,"B","Lubbock","B - Lubbock",513580,217,92,55,36,436,26,937,143
2020-08-18,"C","Wichita Falls","C - Wichita Falls",219793,109,45,27,18,305,13,360,26
2020-08-18,"D","Abilene","D - Abilene",306972,80,36,11,25,342,23,504,48
2020-08-18,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,1741,1133,781,329,2197,351,10727,1331
2020-08-18,"F","Paris","F - Paris",273329,83,112,48,64,243,21,609,81
2020-08-18,"G","Longview/Tyler","G - Longview/Tyler",968611,257,234,158,76,447,44,1514,258
2020-08-18,"H","Lufkin","H - Lufkin",272151,90,75,38,37,126,10,354,72
2020-08-18,"I","El Paso","I - El Paso",881765,255,160,99,57,447,42,1320,231
2020-08-18,"J","Midland/Odessa","J - Midland/Odessa",526736,225,77,55,21,532,34,679,41
2020-08-18,"K","San Angelo","K - San Angelo",179457,66,49,42,7,406,29,262,22
2020-08-18,"L","Belton/Killeen","L - Belton/Killeen",507311,95,70,47,23,268,36,891,37
2020-08-18,"M","Waco","M - Waco",330048,50,60,32,28,163,6,387,54
2020-08-18,"N","Bryan/College Station","N - Bryan/College Station",360335,48,35,28,7,114,7,317,31
2020-08-18,"O","Austin","O - Austin",2375407,485,282,185,95,435,77,2541,378
2020-08-18,"P","San Antonio","P - San Antonio",2945792,800,675,405,260,1155,179,4073,778
2020-08-18,"Q","Houston","Q - Houston",6688587,1407,1385,874,507,2098,128,11107,1992
2020-08-18,"R","Galveston","R - Galveston",1309237,249,275,206,69,230,23,1547,263
2020-08-18,"S","Victoria","S - Victoria",186672,62,95,64,31,178,25,323,63
2020-08-18,"T","Laredo","T - Laredo",295669,46,185,113,72,79,8,397,92
2020-08-18,"U","Corpus Christi","U - Corpus Christi",630897,209,278,205,73,525,61,991,180
2020-08-18,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,358,797,473,317,788,97,1889,432
2020-08-19,"A","Amarillo","A - Amarillo",440127,143,55,29,24,641,50,625,90
2020-08-19,"B","Lubbock","B - Lubbock",513580,220,98,63,34,441,30,947,145
2020-08-19,"C","Wichita Falls","C - Wichita Falls",219793,110,47,31,16,313,13,356,26
2020-08-19,"D","Abilene","D - Abilene",306972,82,30,9,21,332,7,551,43
2020-08-19,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,1723,1075,722,330,2073,345,11161,1359
2020-08-19,"F","Paris","F - Paris",273329,81,105,49,56,250,20,624,82
2020-08-19,"G","Longview/Tyler","G - Longview/Tyler",968611,278,233,157,75,384,29,1699,274
2020-08-19,"H","Lufkin","H - Lufkin",272151,69,58,47,11,131,8,290,74
2020-08-19,"I","El Paso","I - El Paso",881765,257,168,114,52,418,45,1361,214
2020-08-19,"J","Midland/Odessa","J - Midland/Odessa",526736,224,73,51,20,471,34,642,36
2020-08-19,"K","San Angelo","K - San Angelo",179457,64,47,39,8,409,29,288,22
2020-08-19,"L","Belton/Killeen","L - Belton/Killeen",507311,98,69,44,25,258,25,818,93
2020-08-19,"M","Waco","M - Waco",330048,47,57,30,27,135,3,426,56
2020-08-19,"N","Bryan/College Station","N - Bryan/College Station",360335,48,35,29,6,100,4,326,33
2020-08-19,"O","Austin","O - Austin",2375407,480,280,182,95,415,74,2600,382
2020-08-19,"P","San Antonio","P - San Antonio",2945792,757,664,395,258,972,170,4172,975
2020-08-19,"Q","Houston","Q - Houston",6688587,1291,1323,838,485,1704,127,11612,2001
2020-08-19,"R","Galveston","R - Galveston",1309237,260,287,200,87,205,26,1592,266
2020-08-19,"S","Victoria","S - Victoria",186672,62,96,63,33,113,22,364,65
2020-08-19,"T","Laredo","T - Laredo",295669,40,170,102,68,71,7,410,88
2020-08-19,"U","Corpus Christi","U - Corpus Christi",630897,205,274,193,81,532,58,1018,185
2020-08-19,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,371,730,429,295,799,106,1979,411
2020-08-20,"A","Amarillo","A - Amarillo",440127,139,57,33,22,627,47,614,85
2020-08-20,"B","Lubbock","B - Lubbock",513580,218,99,64,35,412,48,971,151
2020-08-20,"C","Wichita Falls","C - Wichita Falls",219793,103,46,29,17,310,11,338,31
2020-08-20,"D","Abilene","D - Abilene",306972,77,34,9,25,344,8,546,45
2020-08-20,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,1715,1055,711,317,1828,314,11461,1406
2020-08-20,"F","Paris","F - Paris",273329,83,107,50,57,244,21,646,81
2020-08-20,"G","Longview/Tyler","G - Longview/Tyler",968611,273,221,151,70,415,37,1668,259
2020-08-20,"H","Lufkin","H - Lufkin",272151,97,74,55,19,151,11,387,71
2020-08-20,"I","El Paso","I - El Paso",881765,248,161,108,50,376,41,1375,213
2020-08-20,"J","Midland/Odessa","J - Midland/Odessa",526736,216,58,39,18,509,27,700,44
2020-08-20,"K","San Angelo","K - San Angelo",179457,65,49,41,8,413,29,290,23
2020-08-20,"L","Belton/Killeen","L - Belton/Killeen",507311,99,72,45,27,263,28,833,96
2020-08-20,"M","Waco","M - Waco",330048,47,55,29,26,131,5,405,54
2020-08-20,"N","Bryan/College Station","N - Bryan/College Station",360335,52,22,19,3,129,8,303,31
2020-08-20,"O","Austin","O - Austin",2375407,487,249,150,91,414,78,2632,385
2020-08-20,"P","San Antonio","P - San Antonio",2945792,774,598,345,247,993,157,4356,791
2020-08-20,"Q","Houston","Q - Houston",6688587,1297,1178,766,411,2056,131,11532,1982
2020-08-20,"R","Galveston","R - Galveston",1309237,229,262,178,84,186,17,1562,291
2020-08-20,"S","Victoria","S - Victoria",186672,62,94,62,32,150,19,363,59
2020-08-20,"T","Laredo","T - Laredo",295669,42,152,92,60,64,10,409,91
2020-08-20,"U","Corpus Christi","U - Corpus Christi",630897,216,264,192,72,496,54,1008,171
2020-08-20,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,372,728,435,288,799,106,1976,400
2020-08-21,"A","Amarillo","A - Amarillo",440127,138,58,34,22,628,49,625,90
2020-08-21,"B","Lubbock","B - Lubbock",513580,218,91,56,35,418,52,961,155
2020-08-21,"C","Wichita Falls","C - Wichita Falls",219793,104,47,30,17,304,11,346,31
2020-08-21,"D","Abilene","D - Abilene",306972,77,33,13,20,331,14,527,39
2020-08-21,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,1713,1039,704,299,1789,301,11732,1408
2020-08-21,"F","Paris","F - Paris",273329,82,111,50,61,223,18,636,78
2020-08-21,"G","Longview/Tyler","G - Longview/Tyler",968611,274,211,149,62,427,33,1653,258
2020-08-21,"H","Lufkin","H - Lufkin",272151,99,68,47,21,138,11,379,71
2020-08-21,"I","El Paso","I - El Paso",881765,249,166,111,52,370,28,1369,213
2020-08-21,"J","Midland/Odessa","J - Midland/Odessa",526736,212,64,45,19,565,44,715,43
2020-08-21,"K","San Angelo","K - San Angelo",179457,65,52,43,9,408,29,285,25
2020-08-21,"L","Belton/Killeen","L - Belton/Killeen",507311,103,69,43,26,221,18,849,98
2020-08-21,"M","Waco","M - Waco",330048,55,47,24,23,139,8,388,50
2020-08-21,"N","Bryan/College Station","N - Bryan/College Station",360335,52,17,14,3,153,5,309,28
2020-08-21,"O","Austin","O - Austin",2375407,487,231,139,88,453,95,2613,381
2020-08-21,"P","San Antonio","P - San Antonio",2945792,775,598,346,246,1002,178,4411,781
2020-08-21,"Q","Houston","Q - Houston",6688587,1327,1172,763,407,1917,140,11940,1993
2020-08-21,"R","Galveston","R - Galveston",1309237,206,260,175,85,203,20,1544,285
2020-08-21,"S","Victoria","S - Victoria",186672,61,96,67,29,150,17,369,60
2020-08-21,"T","Laredo","T - Laredo",295669,42,154,91,63,53,11,400,85
2020-08-21,"U","Corpus Christi","U - Corpus Christi",630897,210,280,192,88,461,37,1044,192
2020-08-21,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,372,702,408,288,884,118,1975,413
2020-08-22,"A","Amarillo","A - Amarillo",440127,140,56,34,20,643,53,631,91
2020-08-22,"B","Lubbock","B - Lubbock",513580,220,85,46,39,411,32,952,160
2020-08-22,"C","Wichita Falls","C - Wichita Falls",219793,106,45,30,15,314,11,345,31
2020-08-22,"D","Abilene","D - Abilene",306972,73,39,13,26,313,14,542,40
2020-08-22,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,1729,1011,666,314,1787,296,11518,1392
2020-08-22,"F","Paris","F - Paris",273329,80,108,51,57,233,23,616,73
2020-08-22,"G","Longview/Tyler","G - Longview/Tyler",968611,272,203,140,63,463,45,1609,246
2020-08-22,"H","Lufkin","H - Lufkin",272151,95,64,43,21,110,10,342,75
2020-08-22,"I","El Paso","I - El Paso",881765,248,135,86,46,407,38,1378,212
2020-08-22,"J","Midland/Odessa","J - Midland/Odessa",526736,213,66,44,20,611,57,732,48
2020-08-22,"K","San Angelo","K - San Angelo",179457,60,52,42,10,403,29,287,25
2020-08-22,"L","Belton/Killeen","L - Belton/Killeen",507311,101,63,45,18,244,27,813,93
2020-08-22,"M","Waco","M - Waco",330048,55,50,27,23,114,7,412,51
2020-08-22,"N","Bryan/College Station","N - Bryan/College Station",360335,55,13,10,3,170,6,308,27
2020-08-22,"O","Austin","O - Austin",2375407,480,217,129,85,437,55,2648,396
2020-08-22,"P","San Antonio","P - San Antonio",2945792,801,588,350,231,952,196,4387,740
2020-08-22,"Q","Houston","Q - Houston",6688587,1176,1070,678,384,1868,126,10895,1996
2020-08-22,"R","Galveston","R - Galveston",1309237,202,238,164,74,230,22,1462,275
2020-08-22,"S","Victoria","S - Victoria",186672,62,92,66,26,166,20,361,55
2020-08-22,"T","Laredo","T - Laredo",295669,55,153,90,63,38,1,390,91
2020-08-22,"U","Corpus Christi","U - Corpus Christi",630897,222,259,178,81,480,29,1058,208
2020-08-22,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,393,667,402,259,816,101,2004,414
2020-08-23,"A","Amarillo","A - Amarillo",440127,140,61,36,21,646,54,638,94
2020-08-23,"B","Lubbock","B - Lubbock",513580,225,80,43,37,473,43,938,148
2020-08-23,"C","Wichita Falls","C - Wichita Falls",219793,104,35,29,6,311,9,346,31
2020-08-23,"D","Abilene","D - Abilene",306972,73,23,13,10,317,12,493,40
2020-08-23,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,1804,969,631,310,2032,299,11275,1375
2020-08-23,"F","Paris","F - Paris",273329,87,76,52,24,244,22,604,74
2020-08-23,"G","Longview/Tyler","G - Longview/Tyler",968611,273,202,137,65,446,44,1580,247
2020-08-23,"H","Lufkin","H - Lufkin",272151,104,69,36,22,155,14,314,67
2020-08-23,"I","El Paso","I - El Paso",881765,265,136,82,50,420,38,1365,228
2020-08-23,"J","Midland/Odessa","J - Midland/Odessa",526736,217,68,48,18,596,59,697,48
2020-08-23,"K","San Angelo","K - San Angelo",179457,62,49,38,11,405,29,281,25
2020-08-23,"L","Belton/Killeen","L - Belton/Killeen",507311,104,61,44,17,255,30,856,92
2020-08-23,"M","Waco","M - Waco",330048,48,57,37,20,128,10,417,49
2020-08-23,"N","Bryan/College Station","N - Bryan/College Station",360335,60,13,11,2,188,5,300,26
2020-08-23,"O","Austin","O - Austin",2375407,494,217,135,81,691,73,2479,367
2020-08-23,"P","San Antonio","P - San Antonio",2945792,795,563,341,216,1034,196,4213,738
2020-08-23,"Q","Houston","Q - Houston",6688587,1246,1092,688,403,2290,177,11014,1779
2020-08-23,"R","Galveston","R - Galveston",1309237,236,248,174,74,252,20,1526,266
2020-08-23,"S","Victoria","S - Victoria",186672,63,90,64,26,173,18,297,51
2020-08-23,"T","Laredo","T - Laredo",295669,75,156,93,63,40,1,386,95
2020-08-23,"U","Corpus Christi","U - Corpus Christi",630897,196,244,169,75,472,61,1036,201
2020-08-23,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,403,677,411,258,788,96,2037,397
2020-08-24,"A","Amarillo","A - Amarillo",440127,140,59,34,21,658,55,628,92
2020-08-24,"B","Lubbock","B - Lubbock",513580,221,81,44,37,472,45,926,141
2020-08-24,"C","Wichita Falls","C - Wichita Falls",219793,104,41,22,19,321,9,329,33
2020-08-24,"D","Abilene","D - Abilene",306972,75,40,13,27,325,11,447,40
2020-08-24,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,1746,963,626,315,2150,305,10867,1362
2020-08-24,"F","Paris","F - Paris",273329,86,110,53,57,242,19,594,77
2020-08-24,"G","Longview/Tyler","G - Longview/Tyler",968611,278,196,129,67,500,41,1507,242
2020-08-24,"H","Lufkin","H - Lufkin",272151,91,68,38,19,207,24,266,69
2020-08-24,"I","El Paso","I - El Paso",881765,263,136,79,53,438,45,1252,223
2020-08-24,"J","Midland/Odessa","J - Midland/Odessa",526736,220,69,49,18,624,55,655,47
2020-08-24,"K","San Angelo","K - San Angelo",179457,63,49,38,11,406,29,276,23
2020-08-24,"L","Belton/Killeen","L - Belton/Killeen",507311,109,61,44,17,267,27,863,92
2020-08-24,"M","Waco","M - Waco",330048,49,60,37,23,142,10,395,48
2020-08-24,"N","Bryan/College Station","N - Bryan/College Station",360335,57,16,14,2,218,8,278,30
2020-08-24,"O","Austin","O - Austin",2375407,500,199,125,73,693,87,2334,358
2020-08-24,"P","San Antonio","P - San Antonio",2945792,803,551,333,210,1147,206,4032,726
2020-08-24,"Q","Houston","Q - Houston",6688587,1327,986,627,358,2017,170,10576,1969
2020-08-24,"R","Galveston","R - Galveston",1309237,256,212,163,49,291,18,1450,260
2020-08-24,"S","Victoria","S - Victoria",186672,63,85,55,30,177,17,287,55
2020-08-24,"T","Laredo","T - Laredo",295669,74,162,96,66,45,1,384,96
