"TSA","Date","Cases_Raw","Hospitalizations_Total","CI_Lower","CI_Upper"
"S - Golden Crescent",2020-07-15,NA,150.403046069594,146.091546041091,154.714546098097
"S - Golden Crescent",2020-07-16,NA,158.691612933681,152.314063875339,165.069161992023
"S - Golden Crescent",2020-07-17,NA,165.565232259037,157.017763238419,174.112701279656
"S - Golden Crescent",2020-07-18,NA,174.793922353521,163.782441714489,185.805402992553
"S - Golden Crescent",2020-07-19,NA,182.92411027473,169.224956400518,196.623264148941
"S - Golden Crescent",2020-07-20,NA,189.932587123728,173.457387847119,206.407786400337
"S - Golden Crescent",2020-07-21,NA,199.172946470997,179.683751446404,218.662141495591
"S - Golden Crescent",2020-07-22,NA,207.160926786804,184.480965145685,229.840888427923
"T - Seven Flags",2020-03-04,NA,NA,NA,NA
"T - Seven Flags",2020-03-05,NA,NA,NA,NA
"T - Seven Flags",2020-03-06,NA,NA,NA,NA
"T - Seven Flags",2020-03-07,NA,NA,NA,NA
"T - Seven Flags",2020-03-08,NA,NA,NA,NA
"T - Seven Flags",2020-03-09,NA,NA,NA,NA
"T - Seven Flags",2020-03-10,NA,NA,NA,NA
"T - Seven Flags",2020-03-11,NA,NA,NA,NA
"T - Seven Flags",2020-03-12,NA,NA,NA,NA
"T - Seven Flags",2020-03-13,NA,NA,NA,NA
"T - Seven Flags",2020-03-14,NA,NA,NA,NA
"T - Seven Flags",2020-03-15,NA,NA,NA,NA
"T - Seven Flags",2020-03-16,NA,NA,NA,NA
"T - Seven Flags",2020-03-17,NA,NA,NA,NA
"T - Seven Flags",2020-03-18,NA,NA,NA,NA
"T - Seven Flags",2020-03-19,NA,NA,NA,NA
"T - Seven Flags",2020-03-20,NA,NA,NA,NA
"T - Seven Flags",2020-03-21,NA,NA,NA,NA
"T - Seven Flags",2020-03-22,NA,NA,NA,NA
"T - Seven Flags",2020-03-23,NA,NA,NA,NA
"T - Seven Flags",2020-03-24,NA,NA,NA,NA
"T - Seven Flags",2020-03-25,NA,NA,NA,NA
"T - Seven Flags",2020-03-26,NA,NA,NA,NA
"T - Seven Flags",2020-03-27,NA,NA,NA,NA
"T - Seven Flags",2020-03-28,NA,NA,NA,NA
"T - Seven Flags",2020-03-29,NA,NA,NA,NA
"T - Seven Flags",2020-03-30,NA,NA,NA,NA
"T - Seven Flags",2020-03-31,NA,NA,NA,NA
"T - Seven Flags",2020-04-01,NA,NA,NA,NA
"T - Seven Flags",2020-04-02,NA,NA,NA,NA
"T - Seven Flags",2020-04-03,NA,NA,NA,NA
"T - Seven Flags",2020-04-04,NA,NA,NA,NA
"T - Seven Flags",2020-04-05,NA,NA,NA,NA
"T - Seven Flags",2020-04-06,NA,NA,NA,NA
"T - Seven Flags",2020-04-07,NA,NA,NA,NA
"T - Seven Flags",2020-04-08,NA,NA,NA,NA
"T - Seven Flags",2020-04-09,NA,NA,NA,NA
"T - Seven Flags",2020-04-10,NA,NA,NA,NA
"T - Seven Flags",2020-04-11,NA,NA,NA,NA
"T - Seven Flags",2020-04-12,25,NA,NA,NA
"T - Seven Flags",2020-04-13,24,NA,NA,NA
"T - Seven Flags",2020-04-14,28,NA,NA,NA
"T - Seven Flags",2020-04-15,26,NA,NA,NA
"T - Seven Flags",2020-04-16,27,NA,NA,NA
"T - Seven Flags",2020-04-17,31,NA,NA,NA
"T - Seven Flags",2020-04-18,31,27.4285714285714,NA,NA
"T - Seven Flags",2020-04-19,25,27.4285714285714,NA,NA
"T - Seven Flags",2020-04-20,27,27.8571428571429,NA,NA
"T - Seven Flags",2020-04-21,27,27.7142857142857,NA,NA
"T - Seven Flags",2020-04-22,23,27.2857142857143,NA,NA
"T - Seven Flags",2020-04-23,20,26.2857142857143,NA,NA
"T - Seven Flags",2020-04-24,28,25.8571428571429,NA,NA
"T - Seven Flags",2020-04-25,25,25,NA,NA
"T - Seven Flags",2020-04-26,24,24.8571428571429,NA,NA
"T - Seven Flags",2020-04-27,23,24.2857142857143,NA,NA
"T - Seven Flags",2020-04-28,20,23.2857142857143,NA,NA
"T - Seven Flags",2020-04-29,23,23.2857142857143,NA,NA
"T - Seven Flags",2020-04-30,18,23,NA,NA
"T - Seven Flags",2020-05-01,20,21.8571428571429,NA,NA
"T - Seven Flags",2020-05-02,21,21.2857142857143,NA,NA
"T - Seven Flags",2020-05-03,23,21.1428571428571,NA,NA
"T - Seven Flags",2020-05-04,23,21.1428571428571,NA,NA
"T - Seven Flags",2020-05-05,20,21.1428571428571,NA,NA
"T - Seven Flags",2020-05-06,18,20.4285714285714,NA,NA
"T - Seven Flags",2020-05-07,19,20.5714285714286,NA,NA
"T - Seven Flags",2020-05-08,18,20.2857142857143,NA,NA
"T - Seven Flags",2020-05-09,18,19.8571428571429,NA,NA
"T - Seven Flags",2020-05-10,18,19.1428571428571,NA,NA
"T - Seven Flags",2020-05-11,17,18.2857142857143,NA,NA
"T - Seven Flags",2020-05-12,14,17.4285714285714,NA,NA
"T - Seven Flags",2020-05-13,13,16.7142857142857,NA,NA
"T - Seven Flags",2020-05-14,14,16,NA,NA
"T - Seven Flags",2020-05-15,15,15.5714285714286,NA,NA
"T - Seven Flags",2020-05-16,16,15.2857142857143,NA,NA
"T - Seven Flags",2020-05-17,15,14.8571428571429,NA,NA
"T - Seven Flags",2020-05-18,14,14.4285714285714,NA,NA
"T - Seven Flags",2020-05-19,13,14.2857142857143,NA,NA
"T - Seven Flags",2020-05-20,13,14.2857142857143,NA,NA
"T - Seven Flags",2020-05-21,14,14.2857142857143,NA,NA
"T - Seven Flags",2020-05-22,14,14.1428571428571,NA,NA
"T - Seven Flags",2020-05-23,14,13.8571428571429,NA,NA
"T - Seven Flags",2020-05-24,13,13.5714285714286,NA,NA
"T - Seven Flags",2020-05-25,14,13.5714285714286,NA,NA
"T - Seven Flags",2020-05-26,14,13.7142857142857,NA,NA
"T - Seven Flags",2020-05-27,14,13.8571428571429,NA,NA
"T - Seven Flags",2020-05-28,15,14,NA,NA
"T - Seven Flags",2020-05-29,16,14.2857142857143,NA,NA
"T - Seven Flags",2020-05-30,15,14.4285714285714,NA,NA
"T - Seven Flags",2020-05-31,14,14.5714285714286,NA,NA
"T - Seven Flags",2020-06-01,14,14.5714285714286,NA,NA
"T - Seven Flags",2020-06-02,12,14.2857142857143,NA,NA
"T - Seven Flags",2020-06-03,10,13.7142857142857,NA,NA
"T - Seven Flags",2020-06-04,12,13.2857142857143,NA,NA
"T - Seven Flags",2020-06-05,11,12.5714285714286,NA,NA
"T - Seven Flags",2020-06-06,12,12.1428571428571,NA,NA
"T - Seven Flags",2020-06-07,10,11.5714285714286,NA,NA
"T - Seven Flags",2020-06-08,9,10.8571428571429,NA,NA
"T - Seven Flags",2020-06-09,9,10.4285714285714,NA,NA
"T - Seven Flags",2020-06-10,12,10.7142857142857,NA,NA
"T - Seven Flags",2020-06-11,12,10.7142857142857,NA,NA
"T - Seven Flags",2020-06-12,12,10.8571428571429,NA,NA
"T - Seven Flags",2020-06-13,12,10.8571428571429,NA,NA
"T - Seven Flags",2020-06-14,11,11,NA,NA
"T - Seven Flags",2020-06-15,11,11.2857142857143,NA,NA
"T - Seven Flags",2020-06-16,10,11.4285714285714,NA,NA
"T - Seven Flags",2020-06-17,14,11.7142857142857,NA,NA
"T - Seven Flags",2020-06-18,14,12,NA,NA
"T - Seven Flags",2020-06-19,15,12.4285714285714,NA,NA
"T - Seven Flags",2020-06-20,16,13,NA,NA
"T - Seven Flags",2020-06-21,18,14,NA,NA
"T - Seven Flags",2020-06-22,15,14.5714285714286,NA,NA
"T - Seven Flags",2020-06-23,20,16,NA,NA
"T - Seven Flags",2020-06-24,24,17.4285714285714,NA,NA
"T - Seven Flags",2020-06-25,33,20.1428571428571,NA,NA
"T - Seven Flags",2020-06-26,42,24,NA,NA
"T - Seven Flags",2020-06-27,44,28,NA,NA
"T - Seven Flags",2020-06-28,50,32.5714285714286,NA,NA
"T - Seven Flags",2020-06-29,54,38.1428571428571,NA,NA
"T - Seven Flags",2020-06-30,71,45.4285714285714,NA,NA
"T - Seven Flags",2020-07-01,82,53.7142857142857,NA,NA
"T - Seven Flags",2020-07-02,91,62,NA,NA
"T - Seven Flags",2020-07-03,100,70.2857142857143,NA,NA
"T - Seven Flags",2020-07-04,95,77.5714285714286,NA,NA
"T - Seven Flags",2020-07-05,90,83.2857142857143,NA,NA
"T - Seven Flags",2020-07-06,93,88.8571428571429,NA,NA
"T - Seven Flags",2020-07-07,103,93.4285714285714,NA,NA
"T - Seven Flags",2020-07-08,110,97.4285714285714,NA,NA
"T - Seven Flags",2020-07-09,116,101,NA,NA
"T - Seven Flags",2020-07-10,123,104.285714285714,NA,NA
"T - Seven Flags",2020-07-11,150,112.142857142857,NA,NA
"T - Seven Flags",2020-07-12,154,121.285714285714,NA,NA
"T - Seven Flags",2020-07-13,NA,130.729186050605,129.987990342832,131.470381758377
"T - Seven Flags",2020-07-14,NA,140.242944932924,138.428920375777,142.05696949007
"T - Seven Flags",2020-07-15,NA,149.773137742652,146.594069630928,152.952205854375
"T - Seven Flags",2020-07-16,NA,159.307172991505,154.522980422748,164.091365560263
"T - Seven Flags",2020-07-17,NA,168.842106646326,162.245338212207,175.438875080445
"T - Seven Flags",2020-07-18,NA,178.377250358679,169.7826136471,186.971887070257
"T - Seven Flags",2020-07-19,NA,187.912443184872,177.150826961919,198.674059407824
"T - Seven Flags",2020-07-20,NA,197.447647494439,184.36242331654,210.532871672338
"T - Seven Flags",2020-07-21,NA,206.982854488949,191.427417137125,222.538291840773
"T - Seven Flags",2020-07-22,NA,216.51806211123,198.3540958012,234.68202842126
"U - Coastal Bend",2020-03-04,NA,NA,NA,NA
"U - Coastal Bend",2020-03-05,NA,NA,NA,NA
"U - Coastal Bend",2020-03-06,NA,NA,NA,NA
"U - Coastal Bend",2020-03-07,NA,NA,NA,NA
"U - Coastal Bend",2020-03-08,NA,NA,NA,NA
"U - Coastal Bend",2020-03-09,NA,NA,NA,NA
"U - Coastal Bend",2020-03-10,NA,NA,NA,NA
"U - Coastal Bend",2020-03-11,NA,NA,NA,NA
"U - Coastal Bend",2020-03-12,NA,NA,NA,NA
"U - Coastal Bend",2020-03-13,NA,NA,NA,NA
"U - Coastal Bend",2020-03-14,NA,NA,NA,NA
"U - Coastal Bend",2020-03-15,NA,NA,NA,NA
"U - Coastal Bend",2020-03-16,NA,NA,NA,NA
"U - Coastal Bend",2020-03-17,NA,NA,NA,NA
"U - Coastal Bend",2020-03-18,NA,NA,NA,NA
"U - Coastal Bend",2020-03-19,NA,NA,NA,NA
"U - Coastal Bend",2020-03-20,NA,NA,NA,NA
"U - Coastal Bend",2020-03-21,NA,NA,NA,NA
"U - Coastal Bend",2020-03-22,NA,NA,NA,NA
"U - Coastal Bend",2020-03-23,NA,NA,NA,NA
"U - Coastal Bend",2020-03-24,NA,NA,NA,NA
"U - Coastal Bend",2020-03-25,NA,NA,NA,NA
"U - Coastal Bend",2020-03-26,NA,NA,NA,NA
"U - Coastal Bend",2020-03-27,NA,NA,NA,NA
"U - Coastal Bend",2020-03-28,NA,NA,NA,NA
"U - Coastal Bend",2020-03-29,NA,NA,NA,NA
"U - Coastal Bend",2020-03-30,NA,NA,NA,NA
"U - Coastal Bend",2020-03-31,NA,NA,NA,NA
"U - Coastal Bend",2020-04-01,NA,NA,NA,NA
"U - Coastal Bend",2020-04-02,NA,NA,NA,NA
"U - Coastal Bend",2020-04-03,NA,NA,NA,NA
"U - Coastal Bend",2020-04-04,NA,NA,NA,NA
"U - Coastal Bend",2020-04-05,NA,NA,NA,NA
"U - Coastal Bend",2020-04-06,NA,NA,NA,NA
"U - Coastal Bend",2020-04-07,NA,NA,NA,NA
"U - Coastal Bend",2020-04-08,NA,NA,NA,NA
"U - Coastal Bend",2020-04-09,NA,NA,NA,NA
"U - Coastal Bend",2020-04-10,NA,NA,NA,NA
"U - Coastal Bend",2020-04-11,NA,NA,NA,NA
"U - Coastal Bend",2020-04-12,9,NA,NA,NA
"U - Coastal Bend",2020-04-13,12,NA,NA,NA
"U - Coastal Bend",2020-04-14,9,NA,NA,NA
"U - Coastal Bend",2020-04-15,12,NA,NA,NA
"U - Coastal Bend",2020-04-16,7,NA,NA,NA
"U - Coastal Bend",2020-04-17,11,NA,NA,NA
"U - Coastal Bend",2020-04-18,13,10.4285714285714,NA,NA
"U - Coastal Bend",2020-04-19,8,10.2857142857143,NA,NA
"U - Coastal Bend",2020-04-20,9,9.85714285714286,NA,NA
"U - Coastal Bend",2020-04-21,9,9.85714285714286,NA,NA
"U - Coastal Bend",2020-04-22,6,9,NA,NA
"U - Coastal Bend",2020-04-23,8,9.14285714285714,NA,NA
"U - Coastal Bend",2020-04-24,6,8.42857142857143,NA,NA
"U - Coastal Bend",2020-04-25,9,7.85714285714286,NA,NA
"U - Coastal Bend",2020-04-26,9,8,NA,NA
"U - Coastal Bend",2020-04-27,4,7.28571428571429,NA,NA
"U - Coastal Bend",2020-04-28,4,6.57142857142857,NA,NA
"U - Coastal Bend",2020-04-29,4,6.28571428571429,NA,NA
"U - Coastal Bend",2020-04-30,4,5.71428571428571,NA,NA
"U - Coastal Bend",2020-05-01,4,5.42857142857143,NA,NA
"U - Coastal Bend",2020-05-02,16,6.42857142857143,NA,NA
"U - Coastal Bend",2020-05-03,16,7.42857142857143,NA,NA
"U - Coastal Bend",2020-05-04,4,7.42857142857143,NA,NA
"U - Coastal Bend",2020-05-05,4,7.42857142857143,NA,NA
"U - Coastal Bend",2020-05-06,4,7.42857142857143,NA,NA
"U - Coastal Bend",2020-05-07,6,7.71428571428571,NA,NA
"U - Coastal Bend",2020-05-08,5,7.85714285714286,NA,NA
"U - Coastal Bend",2020-05-09,8,6.71428571428571,NA,NA
"U - Coastal Bend",2020-05-10,9,5.71428571428571,NA,NA
"U - Coastal Bend",2020-05-11,9,6.42857142857143,NA,NA
"U - Coastal Bend",2020-05-12,9,7.14285714285714,NA,NA
"U - Coastal Bend",2020-05-13,8,7.71428571428571,NA,NA
"U - Coastal Bend",2020-05-14,16,9.14285714285714,NA,NA
"U - Coastal Bend",2020-05-15,22,11.5714285714286,NA,NA
"U - Coastal Bend",2020-05-16,17,12.8571428571429,NA,NA
"U - Coastal Bend",2020-05-17,7,12.5714285714286,NA,NA
"U - Coastal Bend",2020-05-18,7,12.2857142857143,NA,NA
"U - Coastal Bend",2020-05-19,6,11.8571428571429,NA,NA
"U - Coastal Bend",2020-05-20,12,12.4285714285714,NA,NA
"U - Coastal Bend",2020-05-21,5,10.8571428571429,NA,NA
"U - Coastal Bend",2020-05-22,13,9.57142857142857,NA,NA
"U - Coastal Bend",2020-05-23,8,8.28571428571429,NA,NA
"U - Coastal Bend",2020-05-24,9,8.57142857142857,NA,NA
"U - Coastal Bend",2020-05-25,9,8.85714285714286,NA,NA
"U - Coastal Bend",2020-05-26,9,9.28571428571429,NA,NA
"U - Coastal Bend",2020-05-27,8,8.71428571428571,NA,NA
"U - Coastal Bend",2020-05-28,9,9.28571428571429,NA,NA
"U - Coastal Bend",2020-05-29,8,8.57142857142857,NA,NA
"U - Coastal Bend",2020-05-30,6,8.28571428571429,NA,NA
"U - Coastal Bend",2020-05-31,6,7.85714285714286,NA,NA
"U - Coastal Bend",2020-06-01,6,7.42857142857143,NA,NA
"U - Coastal Bend",2020-06-02,8,7.28571428571429,NA,NA
"U - Coastal Bend",2020-06-03,10,7.57142857142857,NA,NA
"U - Coastal Bend",2020-06-04,7,7.28571428571429,NA,NA
"U - Coastal Bend",2020-06-05,8,7.28571428571429,NA,NA
"U - Coastal Bend",2020-06-06,11,8,NA,NA
"U - Coastal Bend",2020-06-07,8,8.28571428571429,NA,NA
"U - Coastal Bend",2020-06-08,7,8.42857142857143,NA,NA
"U - Coastal Bend",2020-06-09,8,8.42857142857143,NA,NA
"U - Coastal Bend",2020-06-10,7,8,NA,NA
"U - Coastal Bend",2020-06-11,7,8,NA,NA
"U - Coastal Bend",2020-06-12,12,8.57142857142857,NA,NA
"U - Coastal Bend",2020-06-13,11,8.57142857142857,NA,NA
"U - Coastal Bend",2020-06-14,14,9.42857142857143,NA,NA
"U - Coastal Bend",2020-06-15,15,10.5714285714286,NA,NA
"U - Coastal Bend",2020-06-16,14,11.4285714285714,NA,NA
"U - Coastal Bend",2020-06-17,18,13,NA,NA
"U - Coastal Bend",2020-06-18,20,14.8571428571429,NA,NA
"U - Coastal Bend",2020-06-19,24,16.5714285714286,NA,NA
"U - Coastal Bend",2020-06-20,26,18.7142857142857,NA,NA
"U - Coastal Bend",2020-06-21,26,20.4285714285714,NA,NA
"U - Coastal Bend",2020-06-22,31,22.7142857142857,NA,NA
"U - Coastal Bend",2020-06-23,38,26.1428571428571,NA,NA
"U - Coastal Bend",2020-06-24,39,29.1428571428571,NA,NA
"U - Coastal Bend",2020-06-25,38,31.7142857142857,NA,NA
"U - Coastal Bend",2020-06-26,85,40.4285714285714,NA,NA
"U - Coastal Bend",2020-06-27,94,50.1428571428571,NA,NA
"U - Coastal Bend",2020-06-28,107,61.7142857142857,NA,NA
"U - Coastal Bend",2020-06-29,109,72.8571428571429,NA,NA
"U - Coastal Bend",2020-06-30,127,85.5714285714286,NA,NA
"U - Coastal Bend",2020-07-01,163,103.285714285714,NA,NA
"U - Coastal Bend",2020-07-02,173,122.571428571429,NA,NA
"U - Coastal Bend",2020-07-03,208,140.142857142857,NA,NA
"U - Coastal Bend",2020-07-04,217,157.714285714286,NA,NA
"U - Coastal Bend",2020-07-05,227,174.857142857143,NA,NA
"U - Coastal Bend",2020-07-06,249,194.857142857143,NA,NA
"U - Coastal Bend",2020-07-07,303,220,NA,NA
"U - Coastal Bend",2020-07-08,328,243.571428571429,NA,NA
"U - Coastal Bend",2020-07-09,322,264.857142857143,NA,NA
"U - Coastal Bend",2020-07-10,341,283.857142857143,NA,NA
"U - Coastal Bend",2020-07-11,337,301,NA,NA
"U - Coastal Bend",2020-07-12,360,320,NA,NA
"U - Coastal Bend",2020-07-13,NA,339.374140515797,337.928473755548,340.819807276046
"U - Coastal Bend",2020-07-14,NA,358.748281031595,355.285985456999,362.210576606191
"U - Coastal Bend",2020-07-15,NA,378.122421547392,372.166322043322,384.078521051462
"U - Coastal Bend",2020-07-16,NA,397.496562063189,388.645836055618,406.347288070761
"U - Coastal Bend",2020-07-17,NA,416.870702578987,404.773153825959,428.968251332014
"U - Coastal Bend",2020-07-18,NA,436.244843094784,420.582671063914,451.907015125654
"U - Coastal Bend",2020-07-19,NA,455.618983610581,436.100359221321,475.137607999841
"U - Coastal Bend",2020-07-20,NA,474.993124126378,451.346720841416,498.639527411341
"U - Coastal Bend",2020-07-21,NA,494.367264642176,466.338472123899,522.396057160453
"U - Coastal Bend",2020-07-22,NA,513.741405157973,481.089580251676,546.39323006427
"V - Lower Rio Grande Valley",2020-03-04,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-03-05,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-03-06,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-03-07,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-03-08,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-03-09,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-03-10,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-03-11,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-03-12,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-03-13,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-03-14,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-03-15,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-03-16,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-03-17,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-03-18,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-03-19,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-03-20,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-03-21,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-03-22,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-03-23,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-03-24,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-03-25,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-03-26,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-03-27,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-03-28,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-03-29,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-03-30,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-03-31,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-04-01,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-04-02,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-04-03,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-04-04,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-04-05,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-04-06,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-04-07,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-04-08,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-04-09,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-04-10,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-04-11,NA,NA,NA,NA
"V - Lower Rio Grande Valley",2020-04-12,57,NA,NA,NA
"V - Lower Rio Grande Valley",2020-04-13,65,NA,NA,NA
"V - Lower Rio Grande Valley",2020-04-14,68,NA,NA,NA
"V - Lower Rio Grande Valley",2020-04-15,65,NA,NA,NA
"V - Lower Rio Grande Valley",2020-04-16,61,NA,NA,NA
"V - Lower Rio Grande Valley",2020-04-17,68,NA,NA,NA
"V - Lower Rio Grande Valley",2020-04-18,57,63,NA,NA
"V - Lower Rio Grande Valley",2020-04-19,57,63,NA,NA
"V - Lower Rio Grande Valley",2020-04-20,54,61.4285714285714,NA,NA
"V - Lower Rio Grande Valley",2020-04-21,51,59,NA,NA
"V - Lower Rio Grande Valley",2020-04-22,49,56.7142857142857,NA,NA
"V - Lower Rio Grande Valley",2020-04-23,30,52.2857142857143,NA,NA
"V - Lower Rio Grande Valley",2020-04-24,34,47.4285714285714,NA,NA
"V - Lower Rio Grande Valley",2020-04-25,33,44,NA,NA
"V - Lower Rio Grande Valley",2020-04-26,33,40.5714285714286,NA,NA
"V - Lower Rio Grande Valley",2020-04-27,30,37.1428571428571,NA,NA
"V - Lower Rio Grande Valley",2020-04-28,32,34.4285714285714,NA,NA
"V - Lower Rio Grande Valley",2020-04-29,28,31.4285714285714,NA,NA
"V - Lower Rio Grande Valley",2020-04-30,29,31.2857142857143,NA,NA
"V - Lower Rio Grande Valley",2020-05-01,30,30.7142857142857,NA,NA
"V - Lower Rio Grande Valley",2020-05-02,35,31,NA,NA
"V - Lower Rio Grande Valley",2020-05-03,36,31.4285714285714,NA,NA
"V - Lower Rio Grande Valley",2020-05-04,35,32.1428571428571,NA,NA
"V - Lower Rio Grande Valley",2020-05-05,37,32.8571428571429,NA,NA
"V - Lower Rio Grande Valley",2020-05-06,35,33.8571428571429,NA,NA
"V - Lower Rio Grande Valley",2020-05-07,35,34.7142857142857,NA,NA
"V - Lower Rio Grande Valley",2020-05-08,21,33.4285714285714,NA,NA
"V - Lower Rio Grande Valley",2020-05-09,37,33.7142857142857,NA,NA
"V - Lower Rio Grande Valley",2020-05-10,35,33.5714285714286,NA,NA
"V - Lower Rio Grande Valley",2020-05-11,35,33.5714285714286,NA,NA
"V - Lower Rio Grande Valley",2020-05-12,36,33.4285714285714,NA,NA
"V - Lower Rio Grande Valley",2020-05-13,35,33.4285714285714,NA,NA
"V - Lower Rio Grande Valley",2020-05-14,32,33,NA,NA
"V - Lower Rio Grande Valley",2020-05-15,39,35.5714285714286,NA,NA
"V - Lower Rio Grande Valley",2020-05-16,38,35.7142857142857,NA,NA
"V - Lower Rio Grande Valley",2020-05-17,33,35.4285714285714,NA,NA
"V - Lower Rio Grande Valley",2020-05-18,36,35.5714285714286,NA,NA
"V - Lower Rio Grande Valley",2020-05-19,36,35.5714285714286,NA,NA
"V - Lower Rio Grande Valley",2020-05-20,30,34.8571428571429,NA,NA
"V - Lower Rio Grande Valley",2020-05-21,29,34.4285714285714,NA,NA
"V - Lower Rio Grande Valley",2020-05-22,30,33.1428571428571,NA,NA
"V - Lower Rio Grande Valley",2020-05-23,34,32.5714285714286,NA,NA
"V - Lower Rio Grande Valley",2020-05-24,26,31.5714285714286,NA,NA
"V - Lower Rio Grande Valley",2020-05-25,31,30.8571428571429,NA,NA
"V - Lower Rio Grande Valley",2020-05-26,33,30.4285714285714,NA,NA
"V - Lower Rio Grande Valley",2020-05-27,32,30.7142857142857,NA,NA
"V - Lower Rio Grande Valley",2020-05-28,33,31.2857142857143,NA,NA
"V - Lower Rio Grande Valley",2020-05-29,36,32.1428571428571,NA,NA
"V - Lower Rio Grande Valley",2020-05-30,31,31.7142857142857,NA,NA
"V - Lower Rio Grande Valley",2020-05-31,33,32.7142857142857,NA,NA
"V - Lower Rio Grande Valley",2020-06-01,37,33.5714285714286,NA,NA
"V - Lower Rio Grande Valley",2020-06-02,37,34.1428571428571,NA,NA
"V - Lower Rio Grande Valley",2020-06-03,43,35.7142857142857,NA,NA
"V - Lower Rio Grande Valley",2020-06-04,47,37.7142857142857,NA,NA
"V - Lower Rio Grande Valley",2020-06-05,46,39.1428571428571,NA,NA
"V - Lower Rio Grande Valley",2020-06-06,51,42,NA,NA
"V - Lower Rio Grande Valley",2020-06-07,47,44,NA,NA
"V - Lower Rio Grande Valley",2020-06-08,56,46.7142857142857,NA,NA
"V - Lower Rio Grande Valley",2020-06-09,65,50.7142857142857,NA,NA
"V - Lower Rio Grande Valley",2020-06-10,67,54.1428571428571,NA,NA
"V - Lower Rio Grande Valley",2020-06-11,67,57,NA,NA
"V - Lower Rio Grande Valley",2020-06-12,91,63.4285714285714,NA,NA
"V - Lower Rio Grande Valley",2020-06-13,94,69.5714285714286,NA,NA
"V - Lower Rio Grande Valley",2020-06-14,99,77,NA,NA
"V - Lower Rio Grande Valley",2020-06-15,87,81.4285714285714,NA,NA
"V - Lower Rio Grande Valley",2020-06-16,122,89.5714285714286,NA,NA
"V - Lower Rio Grande Valley",2020-06-17,164,103.428571428571,NA,NA
"V - Lower Rio Grande Valley",2020-06-18,175,118.857142857143,NA,NA
"V - Lower Rio Grande Valley",2020-06-19,191,133.142857142857,NA,NA
"V - Lower Rio Grande Valley",2020-06-20,203,148.714285714286,NA,NA
"V - Lower Rio Grande Valley",2020-06-21,227,167,NA,NA
"V - Lower Rio Grande Valley",2020-06-22,253,190.714285714286,NA,NA
"V - Lower Rio Grande Valley",2020-06-23,280,213.285714285714,NA,NA
"V - Lower Rio Grande Valley",2020-06-24,312,234.428571428571,NA,NA
"V - Lower Rio Grande Valley",2020-06-25,398,266.285714285714,NA,NA
"V - Lower Rio Grande Valley",2020-06-26,405,296.857142857143,NA,NA
"V - Lower Rio Grande Valley",2020-06-27,451,332.285714285714,NA,NA
"V - Lower Rio Grande Valley",2020-06-28,462,365.857142857143,NA,NA
"V - Lower Rio Grande Valley",2020-06-29,475,397.571428571429,NA,NA
"V - Lower Rio Grande Valley",2020-06-30,545,435.428571428571,NA,NA
"V - Lower Rio Grande Valley",2020-07-01,588,474.857142857143,NA,NA
"V - Lower Rio Grande Valley",2020-07-02,693,517,NA,NA
"V - Lower Rio Grande Valley",2020-07-03,753,566.714285714286,NA,NA
"V - Lower Rio Grande Valley",2020-07-04,820,619.428571428571,NA,NA
